animal_name,status,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Hylomyscus denniae,lc,Rodentia,35.99,2.6656769,0.819958582,120,90,0,10,2,2,Ar,1,1,2,0,1192.223833,4.61,3.26903,36.8937403,24.60654495,25.94942768,92.90252678,120.5389398,541.9631582,1194.199367,1930,0.170296562
Hylomyscus grandis,en,Rodentia,22.13,5.836664335,1.138112887,120,100,0,0,2,2,Ar,1,1,2,0,979.9489583,4.18,3.199968333,45.42548162,26.21222682,27.5837284,96.3556054,135.3946486,613.4750474,1082.347961,0,0.130330374
Hylomyscus pamfi,dd,Rodentia,3932.761727,189.0653936,17.51487777,492.310385,90,0,10,2,3,G,1,1,1,0,4441.004883,2.1641475,1.86501,197.6667957,67.89224273,94.79972014,635.9232704,740.6527634,2479.351704,783.1755728,290,2.545911305
Hylomyscus parvus,lc,Rodentia,14.49,1.8745186,0.840146728,120,90,0,10,2,2,Ar,1,1,2,0,1099.495583,3.40647,3.348675,34.30239018,26.57351214,27.7697973,82.82812976,112.9913864,506.5259723,1110.931447,1385.59555,0.103250812
Hylomyscus stella,lc,Rodentia,19.465,1.495,0.633665351,120,90,0,10,2,2,Ar,2,1,2,0,1425.492292,3.055,3.827285,34.49275481,29.50646,24.56232232,40.86686,70.37332,510.0875691,2497.378929,350,0.121449516
Hylomyscus walterverheyeni,lc,Rodentia,19.465,1.495,0.582099226,120,90,0,10,2,2,Ar,1,1,2,0,1374.629542,3.055,3.490265,33.91164533,29.50646,24.62251832,40.86686,70.37332,499.5738236,1695.966529,1880,0.121449516
Hylonycteris underwoodi,lc,Chiroptera,7.5,1.19,0.478050686,59.92,90,0,10,1,2,Ar,2,1,2,0,4787.515568,1,1,342.9761998,123.1669657,80.58428546,499.8280528,613.6365045,2090.390115,1983.125682,2590,NA
Hylopetes alboniger,lc,Rodentia,240,11.27738473,4.205087875,200,60,20,20,2,4,Ar,2,1,2,0,3111.019708,2.33,1.64552,184.0576381,44.57630564,58.89673855,349.7705462,392.0924791,1350.71669,381.3294789,3900,0.483528468
Hylopetes bartelsi,dd,Rodentia,88,5.2796098,2.370946666,193.560535,60,20,20,2,4,Ar,1,1,2,0,2860.909542,2.977458333,1.54701,182.9210466,36.97463498,56.06928048,333.3472057,376.1717164,1273.959515,303.9642513,1738.006,0.27846546
Hylopetes lepidus,dd,Rodentia,56.635,48.1014029,6.125704003,137.835,80,10,10,2,5,Ar,1,1,2,0,2095.708333,2,0.92,516.726078,40,76.55763479,683.6473013,743.1269755,1924.989327,453.3358156,1227.143,0.218525722
Hylopetes nigripes,nt,Rodentia,236.625,9.567819983,4.045211566,219.99,60,20,20,2,4,Ar,1,1,2,0,3043.366958,2.653275,1.62362,184.8093632,42.53576478,60.68775606,344.0445984,386.7224962,1339.36753,241.4962318,2154.598,0.479776763
Hylopetes phayrei,lc,Rodentia,226.99,9.005218233,3.635897462,176.9,60,20,20,1,4,Ar,1,1,2,0,2853.083333,2.558625,1.62124,179.7781678,42.40256316,60.9396573,344.4053072,384.8119018,1321.966841,261.6751075,1500,0.468931669
Hylopetes platyurus,dd,Rodentia,60.13,38.65549465,6.002008032,134,80,0,20,2,5,Ar,2,1,2,0,2872.219979,2,0.92,516.726078,40,76.63587487,673.679945,732.8135459,1942.766794,389.6798638,1431.961,0.225842684
Hylopetes sipora,en,Rodentia,103.05,5.981430233,2.426009193,255.69,60,20,20,2,4,Ar,1,1,2,0,2787.404625,2.82763,1.355475,245.5499301,37.79353622,57.03205388,334.5166944,379.834985,1252.274107,350.1427631,1483.898,0.303726205
Hylopetes spadiceus,lc,Rodentia,103.05,5.8765967,1.87,255.69,60,20,20,2,4,Ar,3,1,2,0,3491.434875,2.952375,1.39588,241.5970875,38.01553799,55.42697302,335.8722082,386.3311029,1363.775262,419.5839869,2054.334,0.303726205
Hylopetes winstoni,dd,Rodentia,170.82,45.4176128,3.945548171,217.9526733,60,20,20,2,4,Ar,1,1,2,0,2367.770464,2.11843,1.584915,195.1691421,44.88958586,60.31634022,358.4650235,407.9118008,1302.951569,353.8327597,500,0.401053361
Hyomys dammermani,dd,Rodentia,932.5,30.30374817,4.565001274,310.39,100,0,0,1,1,G,1,1,2,0,1129.404292,1.07,2.33503,104.4130612,42.50355422,45.03686378,205.382852,241.6421211,842.7153812,1568.540178,1400,1.020029489
Hyomys goliath,lc,Rodentia,874.37,49.42291433,4.716901935,364.63,100,0,0,1,1,G,1,1,2,0,152.0833335,1,2.33404,108.4699975,43.45949897,47.08890202,213.0209721,246.5760915,887.7438115,1125.215866,1400,0.984551078
Hyosciurus heinrichi,lc,Rodentia,296,74.74631025,7.726707912,240,0,0,100,3,1,G,1,3,2,0,4436.477667,1.93229,1.745495,218.9001761,69.8854979,65.5620094,573.5946062,664.9457539,2014.586794,176.7406292,900,3.579697225
Hyosciurus ileile,vu,Rodentia,315,32.66653242,4.862345633,240,80,0,20,2,4,G,2,3,1,0,1795.246417,2.337675,1.65951,134.2661678,46.58240697,46.55410364,333.817612,374.3605626,1073.677832,360.9127391,1532,0.561534792
Hyperacrius fertilis,nt,Rodentia,22.25,3.793615,0.934893552,140.061505,100,0,0,1,1,G,3,2,1,0,1059.826167,2.5,2.5,29.57055621,26.15570597,25.54305446,87.53238834,110.0162336,442.2714556,1836.891865,1150,0.130718596
Hyperacrius wynnei,lc,Rodentia,52.6,4.67698,1.058733589,138,100,0,0,1,1,G,2,2,1,0,1110.107958,2.085,2.5,32.40810268,26.980399,25.31093796,89.85695188,114.3253882,526.4453616,1619.937429,1200,0.209820552
Hyperoodon ampullatus,nt,Cetartiodactyla,5350000,142484.1063,2627.240149,8778.42,0,20,80,3,2,M,1,3,1,0,13505,1,0.75,547.3750857,365,365.116,3580.06,4017,6460.5,13.10540205,500.622,NA
Hyperoodon planifrons,lc,Cetartiodactyla,5440000,130094.3725,2422.357058,7899.995,0,20,80,3,2,M,1,3,1,0,13505,1.005915,0.550141727,730,197.855,365.25,3652.5,3850.355,7041.587752,12.93638943,573.271,NA
Hypogeomys antimena,en,Rodentia,1250,85.10486734,8.941175339,328.17,100,0,0,2,1,G,1,1,1,0,4599,1,2.028755,171.2095011,120.872,35,729.995,849.99,2006.8029,63.33,60,1.198412616
Hypogeomys australis,Remove,Rodentia,1804.1,39.32811358,6.508452986,391.75451,98,1,1,2,1,G,1,1,1,0,2311.815708,1.860540333,2.46992,108.8015942,39.68131115,43.20310064,213.2238874,261.4827571,973.3920483,710.6890825,1306.658,1.243528161
Hypsignathus monstrosus,lc,Chiroptera,336.97,39.3,3.35,265.24,90,10,0,1,1,Ar,2,1,2,0,4462.125,1.4,2,241.6813034,125.14,99.30328792,227.99,353.13,1595.532277,757.8142348,1219.431,NA
Hypsiprymnodon moschatus,lc,Diprotodontia,534.25,4.0921658,7.088267286,341,30,0,70,2,2,G,1,3,1,0,2190,2.04,1.1,364.750171,21.35901492,268.47,413.84,365,894.25,239.99,1100,0.750871045
Hypsugo anthonyi,dd,Chiroptera,8.41,1.164188,0.14945132,50.91929438,0,0,100,3,1,A,1,1,2,1,772.429553,1.980975,1.06114,357.7085116,72.57280524,42.019335,261.2577669,359.043462,1444.516087,2797.503227,1253.5326,NA
Hypsugo joffrei,dd,Chiroptera,9.05,1.1920027,0.14806332,52.883665,0,0,100,3,1,A,1,1,2,1,816.0614769,1.986265,1.06744,357.6993928,72.0784611,41.149245,249.9522046,357.709487,1421.918001,2788.029886,1270.4116,NA
Hypsugo kitcheneri,dd,Chiroptera,7.2,2.409775,0.18614723,56.19072438,0,0,100,3,1,A,1,1,2,1,5342.015596,1.700988873,1.0125,363.6458824,105.4661666,49.91683208,397.9217597,452.0713141,2030.612807,2457.747583,1500,NA
Hypsugo lophurus,dd,Chiroptera,6.64,2.297165,0.18171558,52.71617938,0,0,100,3,1,A,2,1,2,1,5212.310717,1.649261565,1.016,364.1927178,103.7427269,51.926929,392.861722,414.2375782,1972.72278,2479.339272,1891.49,NA
Hypsugo macrotis,dd,Chiroptera,5.14,1.014993,0.111537214,52.40619104,0,0,100,3,1,A,2,1,2,1,747.3110375,1.97071,1.257275,348.228852,72.00606546,45.6084082,220.3935267,330.4482055,1413.399768,2716.543066,1455.537,NA
Hypsugo savii,lc,Chiroptera,6.3,1.19139,0.13628572,48,0,0,100,3,1,A,6,1,2,1,456.25,2,1,346.4084938,68.2233973,52.1,78.66,296.8716773,1471.629706,2867.063038,3000,NA
Hypsugo vordermanni,dd,Chiroptera,6,67.39649725,0.325281235,81.82244333,0,0,100,3,1,A,1,1,2,0,1618.846447,1.7773225,1.13472,356.5855107,84.76236476,60.84393656,308.3054817,374.0613962,1437.160055,2837.970198,100,NA
Hystrix africaeaustralis,lc,Rodentia,14936.02,331.15,36.99556,930,100,0,0,1,2,G,4,1,1,0,8431.5,2.1,1.67,376.7419577,93.49,77,438.45,532.195,2713.29805,51.83515317,2000,4.68959192
Hystrix brachyura,lc,Rodentia,8000,445,38.99504,631.905,100,0,0,1,2,G,3,1,1,0,9964.5,1.455,1.815111268,236.7475234,112,77.91071646,609.2384104,745.5502008,2770.240099,0.936666667,1799.86,3.326636575
Hystrix crassispinis,lc,Rodentia,4584.6,208.27673,18.05277157,603.745,100,0,0,1,2,G,1,1,1,0,517.0833335,1.921443333,1.84055,167.3287605,112,73.766988,351.8730969,436.4113135,1534.918633,211.8055166,1200,2.449185405
Hystrix cristata,lc,Rodentia,19166.665,1000,44.42253333,930,100,0,0,1,2,G,6,1,1,0,10411.625,2.3,2,270.7119559,71.045,82.12317273,586.466212,706.1243752,2763.977007,175.1605595,2550,5.379060996
Hystrix indica,lc,Rodentia,17325,580.049122,45.65652,838.88,100,0,0,1,2,G,4,1,1,0,9891.5,2,2.03,108.9253936,113,79.33207217,546.048039,661.2059872,2675.56064,4,2070.444,5.088340306
Hystrix javanica,lc,Rodentia,8000,445,35.22055912,631.905,100,0,0,1,2,G,2,1,1,0,9964.5,1.455,1.774348768,236.8260697,112,81.05879435,592.4547271,740.4027199,2766.084683,21.60229761,1466.139,3.326636575
Hystrix kiangsenensis,Remove,Rodentia,9818.2,485.4075938,32.27896061,732.4616092,100,0,0,1,2,G,2,1,1,0,5781.613992,1.633095,1.757958768,193.9311251,112.995753,80.89872639,409.3210018,522.9260315,2032.749069,29.40286264,1490.454,3.589249665
Hystrix pumila,vu,Rodentia,3142.13,190.4983777,17.93379999,603.745,100,0,0,1,2,G,2,1,1,0,3467.5,1.966698333,1.922565,159.7277359,112,70.76636972,336.992016,417.8257508,1495.859614,91.49573078,1337.211,1.989661275
Hystrix refossa,Remove,Rodentia,19747.6,523.29302,39.84524378,820.414925,99,1,0,1,2,G,2,1,1,0,6150.244525,1.873925,1.781165,194.805801,113.8572815,81.57930337,436.1476525,503.8152683,2136.672637,28.05982263,1510.388,4.706757228
Hystrix sumatrae,lc,Rodentia,4200,274.2844785,28.01344,665,100,0,0,1,2,G,3,1,1,0,4827.125,1.751655833,1.861748768,170.9464147,112,87.74723773,362.9762157,460.9693293,1856.057997,50.16445493,300,2.333957669
Ia io,nt,Chiroptera,49.3,7.3572627,0.761,103.08938,0,0,100,3,1,A,2,1,2,1,4429.187704,1.602916373,1.02301,361.5455659,91.13215293,47.13269873,357.5406456,414.1011199,1783.967026,1900.68133,1500,NA
Ichneumia albicauda,lc,Carnivora,3500,215.6764513,25.71512727,640.845,10,20,70,2,1,G,5,1,1,0,5402,2.33,1.7241425,245.6031537,84.10644273,273.962,754.74,812.1617799,2551.54237,3.7,3500,2.111267633
Ichthyomys hydrobates,lc,Rodentia,66.39,43.55911033,1.652199858,154.322255,0,20,80,3,2,G,2,3,1,0,1478.929812,2.093878333,2.77119,56.84433416,34.0300988,22.5016385,129.7974051,157.8969662,662.7456527,1249.933687,2100,1.720852568
Ichthyomys pittieri,nt,Rodentia,69.1,43.37814933,1.258638855,149.86652,0,20,80,3,2,G,2,3,1,0,1344.775583,2.049595,3.020045,54.38990028,34.47119954,22.48351302,117.9968206,150.0356127,630.8561205,1346.640572,300,1.754921117
Ichthyomys stolzmanni,dd,Rodentia,84.7,8.143802,1.996308631,179.09467,0,20,80,3,2,G,2,3,1,0,1652.704792,1.981828333,2.602525,64.76559864,34.80724161,23.56564464,147.470031,178.9121694,743.6299691,1052.618487,600,1.93899294
Ichthyomys tweedii,dd,Rodentia,118.5,10.30624967,2.205275433,210,0,20,80,3,2,G,2,3,1,0,1631.653417,1.94,2.56191,67.83666983,34.15701089,24.20653502,150.695104,185.2192553,756.4161012,1438.597247,1700,2.285784842
Ictidomys mexicanus,lc,Rodentia,154.22,4.31,3.624964,299.7,80,0,20,2,3,G,3,3,1,1,1548.208333,5.91,1,403.041719,29.52292,91.308,365.232,394.75492,1032.407535,853.742249,1393.683,0.379125721
Ictidomys tridecemlineatus,lc,Rodentia,182,3.12,2.393253968,271.75,80,0,20,2,3,G,4,3,1,1,2883.5,8.09,1.185,314.6827589,27.75,28,353.97068,291.91,1059.5661,386.61,1597.052,0.415283933
Ictonyx libycus,lc,Carnivora,362.59,5,4.64128,263.385,0,60,40,3,2,G,2,1,1,0,2095.708333,2,1.627105,221.742514,44.45624,38.045,312.517582,371,792.66,569.5795303,1990.653,3.953913005
Ictonyx striatus,lc,Carnivora,811.02,13.69,9.854086667,359.5,0,60,40,3,2,G,4,1,1,0,5252.958335,2.17,1,364.750171,36.5232,79,304,304.16,1650.809155,42.46953165,4000,5.865956298
Idionycteris phyllotis,lc,Chiroptera,12.565,0.73,0.174988173,59,0,0,100,3,1,A,3,1,2,1,1155.833333,1,1,355.777002,73.737077,42.95366128,282.3074459,367.6020604,1378.237276,2526.998796,2822,NA
Idiurus macrotis,lc,Rodentia,27.23,22.82374893,1.349028962,91.115,100,0,0,1,1,Ar,1,1,2,0,1918.669342,0.97,1.820555,125.3718217,45.86414127,43.97136771,312.3417877,317.8255517,983.9861096,300.5,1503.691,0.146077076
Idiurus zenkeri,lc,Rodentia,57.875,20.78200893,1.57523689,141.3966958,100,0,0,1,1,Ar,1,1,2,0,1987.572521,1,1.85323,124.8034721,45.92543787,45.93826557,309.4412277,311.7352446,961.5466576,641.6410378,1467.537,0.221144385
Indopacetus pacificus,lc,Cetartiodactyla,2150000,104605.2819,2148.603956,5200,0,0,100,3,1,M,1,2,1,0,15264.30913,0.97,0.431798483,915.1666548,351.1936494,385.186727,3320.527881,3606.026035,7419.152311,13.2655855,543.91,NA
Indri indri,cr,Primates,8241.74,300,38.3,817.495,100,0,0,1,2,Ar,1,3,2,0,9589.87277,1.005,0.41,911.8754277,142.0573,324.08938,2263.773,2405.8303,4015,9.522222222,1279.507,3.381553522
Inia geoffrensis,en,Cetartiodactyla,98500,6800,610,2556.545,0,90,10,3,1,M,1,3,1,0,11424.5,1,0.666666667,644.7452437,299.18588,365.28,1826.25,2125.43588,4927.371056,10.73365211,731.623,NA
Insulacebus toussaintiana,Remove,Primates,4800,217.1832905,38.38165284,551.938665,90,3,7,1,3,Ar,1,3,2,0,8502.742677,1.01547,0.933132608,417.456764,166.6817483,194.3739423,1289.883809,1246.573685,3249.057374,14.32809826,793.951,2.406230353
Iomys horsfieldii,lc,Rodentia,155.75,14.17054157,3.38,189,60,20,20,1,4,Ar,3,1,2,0,2712.713154,2.51,1.726885,137.0107762,45.8886654,57.10944667,316.2609507,359.0125231,1276.927476,335.1835078,2005.552,0.381189822
Iomys sipora,en,Rodentia,155.75,13.84587823,3.601770597,189,60,20,20,1,4,Ar,1,1,2,0,2555.982154,2.51,1.716375,135.1656696,45.0629772,59.37105714,317.8979196,360.1659908,1278.099786,253.0467744,1782.486,0.381189822
Irenomys tarsalis,lc,Rodentia,43.15,2.8839899,0.805167754,127.325,100,0,0,1,3,G,2,1,2,0,811.6474583,3.85,3.44557,24.72480948,24.32382694,20.4885667,62.20322546,91.52124168,382.1370051,287.87,1905.891,0.188167799
Isolobodon montanus,ex,Rodentia,1520,179.2683525,13.61862232,463.16788,93,5,2,2,2,G,1,1,2,0,4440.245683,1.44121,1.815905,168.7772331,126.2384837,62.31084234,493.1717101,594.4398317,2017.716114,330.6699285,1386.489,1.334503873
Isolobodon portoricensis,ex,Rodentia,1040,88.733249,9.790900239,383.8911258,93,5,2,2,2,G,1,1,2,0,4172.408683,1.352475,1.78562,171.5518273,117.7369221,52.79821228,499.5961781,585.6223432,1965.875716,357.5629467,1321.788,1.083114081
Isoodon auratus,vu,Peramelemorphia,467.5,0.345,4.890814979,352.495,0,0,100,3,1,G,3,1,1,0,2445.5,2.6,2.2,99.45111346,12.5,59.99,171.1,183.6,723.6231029,30,1698.732,4.478229516
Isoodon macrourus,lc,Peramelemorphia,1551,0.17915,4.453430857,422.09,0,0,100,2,1,G,5,1,1,0,2482,3.565,2.66,59.20944554,12.255,61.495,153.46,148,623.745,70,1200,1.349405121
Isoodon obesulus,lc,Peramelemorphia,717,0.345,4.03004,350,0,0,100,3,1,G,4,1,1,0,2372.5,2.53,2.2,127.2878166,15,60.995,190.55,186.1,683.31225,60,1668.805,5.52227135
Isothrix barbarabrownae,dd,Rodentia,130.3,22.44990183,3.183727349,218.256065,93,0,7,1,2,Ar,1,1,2,0,1260.898583,1.37747625,1.837525,140.1869412,89.73689653,48.82713048,308.6639739,387.6216019,1171.274816,835.3063324,150,0.397793405
Isothrix bistriata,lc,Rodentia,444.99,65.627494,7.811330039,410,93,1,6,1,2,G,2,1,2,0,4189.208721,0.97,1.80988,158.1442193,96.80879389,57.13735063,362.5747274,452.9525343,1825.150756,358.2904336,1270.223,0.679044918
Isothrix negrensis,lc,Rodentia,444.99,69.9948115,8.00854165,410,93,1,6,1,2,G,1,1,2,0,4076.431325,0.97,1.810765,158.8037975,98.03829366,55.48815799,379.2529671,493.5607379,1845.293041,381.7946017,1192.121,0.679044918
Isothrix orinoci,Remove,Rodentia,444.99,69.9948115,8.00854165,410,93,1,6,1,2,G,1,1,2,0,4076.431325,0.97,1.810765,158.8037975,98.03829366,55.48815799,379.2529671,493.5607379,1845.293041,381.7946017,1192.121,0.679044918
Isothrix pagurus,lc,Rodentia,210,38.28435233,4.689837609,410,93,0,7,1,2,G,1,1,2,0,1451.043812,1.70441,1.933595,134.573471,91.00483205,40.95574105,303.1204457,377.5101338,1136.504204,773.1232131,801.735,0.449289715
Isothrix sinnamariensis,lc,Rodentia,291.73,24.4696575,3.610749987,216.56,93,0,7,1,2,G,1,1,2,0,1108.74225,1.988048333,1.920055,127.9632486,92.9739035,40.04292237,281.7196704,359.4117038,1070.014265,581.2548542,766.58,0.538326136
Isthmomys flavidus,nt,Rodentia,233.684,20.20932,2.947053447,200,40,10,50,2,3,S,1,1,1,0,1585.156979,2.527916667,2.319755,80.47248612,34.33971309,31.68110388,146.658625,185.2548783,735.2409937,702.1782492,500,0.476487819
Isthmomys pirrensis,lc,Rodentia,137.71,95.5566425,1.71,200,40,10,50,2,3,S,1,1,1,0,1688.812417,2.915,2.86535,52.23850022,33.02698739,28.90451098,114.1654784,144.2258252,676.4600697,640.1581267,838.576,0.356235239
Jaculus blanfordi,lc,Rodentia,54.7,3.629096133,1.48949522,119.2966483,100,0,0,1,2,G,1,1,1,0,1183.208333,4.19,3,79.48890052,27.50731042,32.25619936,153.2373311,177.9075604,729.5498837,1346.231306,550,0.214387221
Jaculus jaculus,lc,Rodentia,57.4,2,1.53,102.18,100,0,0,1,2,G,4,1,1,1,2664.5,3.24,1.5,91.06262835,38,51,326.88264,304.16,919.8561,1212.142786,1644.888,0.22014428
Jaculus orientalis,lc,Rodentia,136.13,14.59241713,2.5,160,100,0,0,1,2,G,3,1,1,1,2007.5,2.5,1.80812,107.3457324,35.0014,40.88702074,273.9853234,289.3824521,866.4187683,1303.741222,1773.557,0.35398143
Jaculus thaleri,dd,Rodentia,14030.74359,418.8091405,41.80824065,747.592105,99,0,1,1,1,G,2,1,1,0,5516.621558,2.400475,1.7792,215.6416596,82.69115628,71.95799171,611.682364,689.3178403,2230.888773,520.0807656,1276.31755,2.396244389
Juliomys pictipes,lc,Rodentia,22.9,4.16787,0.937102552,185,100,0,0,1,2,G,1,2,1,0,1177.541708,4.01692,3.301905,30.02954683,26.80537575,21.61851836,64.69325982,95.10384319,468.7913636,869.2979576,2000,0.132805292
Juliomys rimofrons,nt,Rodentia,19.8,2.032115,0.590437612,109.7153783,99,0,1,1,2,G,1,2,1,0,719.8682083,4.069915,3.65892,25.34789848,24.16235174,20.08244542,64.83125664,93.39828147,337.6399989,1006.396588,1938.591,0.122594707
Juscelinomys candango,ex,Rodentia,97.29,5.186545,1.268735753,188.828715,80,0,20,2,2,G,2,1,1,0,1168.103417,3.555695,3.24369,32.52326303,29.41551858,19.37533382,82.56102176,111.6268775,534.7171978,664.5147945,1491.268,0.29426823
Juscelinomys guaporensis,dd,Rodentia,98.95,5.2449,1.26855342,186.75048,57,0.5,42.5,2,2,G,2,1,1,0,1159.827042,3.4863,3.25928,32.58263236,29.54687486,19.4163125,82.72602938,109.3356277,533.8681013,649.4932233,1422.224,0.297019221
Juscelinomys huanchacae,dd,Rodentia,98.95,5.2449,1.26855342,186.68648,57,0.5,42.5,2,2,G,2,1,1,0,1158.105458,3.4871,3.25928,32.58263236,29.54510678,19.4163125,82.72602938,109.3356277,533.8681013,647.7197433,1417.574,0.297019221
Kadarsanomys sodyi,en,Rodentia,194,5.653707,2.191427817,210,70,1,29,2,3,Ar,1,1,2,0,1120.307883,4,3.209845,50.17744187,26.11691414,27.9269773,114.1551365,165.7087982,606.2487017,1077.999212,973.44,0.430127111
Kannabateomys amblyonyx,lc,Rodentia,529.995,54.0859775,5.704094002,250,100,0,0,1,1,Ar,1,1,2,0,818.2083335,1,1.77948,153.9654332,90.0688481,55.85818054,330.1558926,416.3539611,1273.940443,292.8752613,1347.372,0.747575982
Kerivoula africana,en,Chiroptera,3.5,2.125425,0.180689415,62.26533,0,0,100,3,1,A,1,1,2,1,4647.097794,1.050495,1.09281,362.7909729,84.33243864,54.91823989,349.1469515,420.3241154,1773.618711,2081.411787,893.89,NA
Kerivoula agnella,en,Chiroptera,7.2,3.148936667,0.255830073,76.249865,0,0,100,3,1,A,1,1,2,1,6559.742283,1.0963,1.00324,363.5707039,96.07413822,53.16159505,510.3707739,636.6740885,2166.358831,2143.019657,700,NA
Kerivoula argentata,lc,Chiroptera,10.11,3.289721667,0.25244464,77.18077,0,0,100,3,1,A,1,1,2,1,6661.207721,1.08906,1.00425,363.5933983,93.65483182,55.32200689,526.0983597,635.5803381,2149.015537,2116.735313,1054.261,NA
Kerivoula cuprosa,dd,Chiroptera,5.61,2.630999167,0.21757557,63.540035,0,0,100,3,1,A,1,1,2,1,6524.654833,0.98,1.0315,363.8148466,93.46098326,62.344317,531.3061788,642.6199993,2195.558364,2017.556791,1791.747,NA
Kerivoula eriophora,dd,Chiroptera,3.5,2.125425,0.180689415,62.26533,0,0,100,3,1,A,1,1,2,1,4647.097794,1.050495,1.09281,362.7909729,84.33243864,54.91823989,349.1469515,420.3241154,1773.618711,2081.411787,893.89,NA
Kerivoula flora,vu,Chiroptera,5.28,2.4026625,0.20577705,62.738805,0,0,100,3,1,A,1,1,2,1,6147.966013,1,1.002,363.2126141,94.70026752,61.58202521,529.5949472,636.444832,2175.349341,2023.891681,1500,NA
Kerivoula hardwickii,lc,Chiroptera,4.55,2.2521875,0.20253045,60.50521,0,0,100,3,1,A,2,1,2,1,6695.623267,1,1.006065,364.0277958,90.06926524,64.24604008,518.0494896,624.042372,2159.947627,2031.291646,2400,NA
Kerivoula hardwickii,lc,Chiroptera,4.55,2.2521875,0.20253045,60.50521,0,0,100,3,1,A,2,1,2,1,6695.623267,1,1.006065,364.0277958,90.06926524,64.24604008,518.0494896,624.042372,2159.947627,2031.291646,2400,NA
Kerivoula hardwickii,lc,Chiroptera,4.55,2.2521875,0.20253045,60.50521,0,0,100,3,1,A,2,1,2,1,6695.623267,1,1.006065,364.0277958,90.06926524,64.24604008,518.0494896,624.042372,2159.947627,2031.291646,2400,NA
Kerivoula hardwickii,lc,Chiroptera,4.55,2.2521875,0.20253045,60.50521,0,0,100,3,1,A,2,1,2,1,6695.623267,1,1.006065,364.0277958,90.06926524,64.24604008,518.0494896,624.042372,2159.947627,2031.291646,2400,NA
Kerivoula hardwickii,lc,Chiroptera,4.55,2.2521875,0.20253045,60.50521,0,0,100,3,1,A,2,1,2,1,6695.623267,1,1.006065,364.0277958,90.06926524,64.24604008,518.0494896,624.042372,2159.947627,2031.291646,2400,NA
Kerivoula hardwickii,lc,Chiroptera,4.55,2.2521875,0.20253045,60.50521,0,0,100,3,1,A,2,1,2,1,6695.623267,1,1.006065,364.0277958,90.06926524,64.24604008,518.0494896,624.042372,2159.947627,2031.291646,2400,NA
Kerivoula intermedia,nt,Chiroptera,3.68,2.47072,0.200989926,65.349535,0,0,100,3,1,A,1,1,2,1,4473.140091,1.062695,1.10545,363.132504,84.31592218,54.75050445,343.44018,414.9470546,1673.924092,2112.973001,500,NA
Kerivoula kachinensis,lc,Chiroptera,4.8,2.4778025,0.213830596,64.064375,0,0,100,3,1,A,1,1,2,1,5400.370227,1.0626,1.02315,362.9705249,86.54493254,54.76300471,375.1991928,454.6004897,1921.985869,2140.022035,999.136,NA
Kerivoula krauensis,nt,Chiroptera,3,2.989144167,0.237406664,72.25982,0,0,100,3,1,A,1,1,2,1,4357.40397,1.08002,1.18252,353.5218567,86.9918386,55.56622819,328.5161404,407.2577002,1739.754885,2040.487595,635.815,NA
Kerivoula lanosa,lc,Chiroptera,6.66,2.618444167,0.23217404,60.86782,0,0,100,3,1,S,2,1,2,1,6476.492475,1,1.0045,364.3039217,70,54.91536223,490.1501671,590.7551359,2101.916843,1973.628275,1535.154,NA
Kerivoula lenis,lc,Chiroptera,10.21,3.12369,0.280435573,75.134055,0,0,100,3,1,A,1,1,2,1,6961.125483,0.98,1.0285,363.6689466,95.78256632,63.76717617,554.6035251,667.1965712,2201.931551,1994.563912,1590.351,NA
Kerivoula minuta,nt,Chiroptera,2.03,2.698126667,0.21431405,67.296305,0,0,100,3,1,A,1,1,2,1,3730.188001,1.049705,1.17267,350.1116024,87.16278184,54.46596206,327.1645487,399.9697464,1586.054157,2075.641513,500,NA
Kerivoula muscina,lc,Chiroptera,5.29,2.4629975,0.21014564,62.86064,0,0,100,3,1,A,1,1,2,1,6392.869758,1.01634,1.00175,363.4246789,90.27886886,58.85158119,521.1191397,629.413368,2151.297826,2049.042909,1600,NA
Kerivoula myrella,vu,Chiroptera,7.2,10.64509667,0.22184064,70.40858,0,0,100,3,1,A,1,1,2,1,6617.238604,1.08358,1.0078,364.0037173,97.90154542,51.87818305,516.8084901,633.0165753,2164.981004,2243.514058,500,NA
Kerivoula papillosa,lc,Chiroptera,10.21,3.217575,0.31,75.233665,0,0,100,3,1,A,1,1,2,1,7064.277221,0.98,1.0295,363.4328983,100.0885785,63.67849996,553.7805428,674.5182914,2262.668844,2115.482177,1050,NA
Kerivoula pellucida,nt,Chiroptera,4.14,2.728751667,0.203,65.054885,0,0,100,3,1,A,1,1,2,1,5034.687405,1.57988,1.05233,362.3788352,94.78704995,54.3495366,361.1018092,429.2021487,1825,2133.938125,1000,NA
Kerivoula phalaena,lc,Chiroptera,3.03,2.00389,0.116,59.746235,0,0,100,3,1,A,1,1,2,1,2979.072543,1.065355833,1.49409,311.1003767,84.78429328,50.33608566,270.4764569,357.0309436,1447.210196,2228.562398,1028.223,NA
